name,artist,track_URI,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,playlist
Skin to Bone,The Jungle Giants,spotify:track:4tnoiU12AhyJMj72boLYMn,0.00665,0.447,0.971,0.498,0.481,-2.784,0.0637,167.038,0.654,The Longest Playlist on Spotify® (Official)
Parents' House,Milo Greene,spotify:track:1OI8uThWxhAquGVR8eS4be,0.131,0.596,0.806,0.866,0.355,-7.471,0.0411,120.029,0.202,The Longest Playlist on Spotify® (Official)
Bad Habit,The Kooks,spotify:track:3huV7eiNpaQlCB3LbZi9bB,0.051,0.733,0.882,9.92e-06,0.131,-4.199,0.0389,123.071,0.854,The Longest Playlist on Spotify® (Official)
New York Morning,Elbow,spotify:track:6ADh6olpF5MakJbj1l75Ki,0.525,0.521,0.615,0.0,0.0856,-8.282,0.0473,76.513,0.156,The Longest Playlist on Spotify® (Official)
Hearts Like Ours,The Naked And Famous,spotify:track:1GzeyDrul7da45BQASLiKL,4.05e-05,0.376,0.701,0.0931,0.0855,-5.604,0.0304,177.96,0.151,The Longest Playlist on Spotify® (Official)
Hang Me Up to Dry,Cold War Kids,spotify:track:0CILKPMt12CBXBJYksxUai,0.0218,0.508,0.921,0.00118,0.499,-2.807,0.0314,92.457,0.635,The Longest Playlist on Spotify® (Official)
Dangerous (feat. Joywave),Big Data,spotify:track:2BNUs6YvEj8edU2HdDxoYv,0.011,0.757,0.578,0.00672,0.127,-3.886,0.0386,102.96,0.954,The Longest Playlist on Spotify® (Official)
Baltimore’s Fireflies,Woodkid,spotify:track:0L1YMWEl9M2YLdjNlvGtES,0.982,0.215,0.377,0.725,0.0953,-8.159,0.0312,174.145,0.126,The Longest Playlist on Spotify® (Official)
Nightcall,London Grammar,spotify:track:47LHkzmcY4vnx69offVQ2Q,0.437,0.318,0.289,0.000764,0.212,-11.554,0.0309,100.062,0.0895,The Longest Playlist on Spotify® (Official)
Samson,Regina Spektor,spotify:track:2bbhyUWJ5VjdfI3P4PRLu2,0.862,0.49,0.193,9.74e-06,0.113,-9.544,0.0421,89.154,0.184,The Longest Playlist on Spotify® (Official)
Back To The Shack,Weezer,spotify:track:42YgaJLCehufTbH2orwBHM,0.00686,0.441,0.69,7.43e-05,0.0375,-5.214,0.044,171.907,0.642,The Longest Playlist on Spotify® (Official)
Sinking Man - The Walking Dead Soundtrack,Of Monsters and Men,spotify:track:5Hd6DPGjqihEnWSiGRzqr6,0.905,0.684,0.0646,1.86e-05,0.0789,-18.052,0.0522,95.99,0.334,The Longest Playlist on Spotify® (Official)
America,XYLØ,spotify:track:1HWQe9TChfNPt7I7ojbqjK,0.038,0.58,0.65,0.000318,0.17,-5.361,0.0329,112.021,0.194,The Longest Playlist on Spotify® (Official)
Left Hand Free,alt-J,spotify:track:4iEOVEULZRvmzYSZY2ViKN,0.462,0.697,0.877,0.00943,0.083,-4.465,0.0462,101.99,0.802,The Longest Playlist on Spotify® (Official)
Every Other Freckle,alt-J,spotify:track:0HV1cGoX5ASBlPA1pqH8fG,0.625,0.528,0.707,0.0355,0.116,-7.626,0.0822,143.802,0.502,The Longest Playlist on Spotify® (Official)
The Brothel,Susanne Sundfør,spotify:track:0ZrRfFSH6kNp62zUXMDOlu,0.921,0.287,0.091,0.000293,0.0851,-13.442,0.0412,114.681,0.0387,The Longest Playlist on Spotify® (Official)
Every Other Freckle - Daytrip Remix,alt-J,spotify:track:2SZwg0hZD1hWoCIG9p2XRn,0.294,0.51,0.654,0.185,0.285,-13.691,0.073,143.96,0.232,The Longest Playlist on Spotify® (Official)
Marry You,Glee Cast,spotify:track:3IFo5x0HWlvRu0QIAtefor,0.0335,0.637,0.768,7.77e-06,0.161,-6.888,0.0318,144.914,0.459,The Longest Playlist on Spotify® (Official)
Set The Fire To The Third Bar,Snow Patrol,spotify:track:1Hs085AOaoXrknVZExcE80,0.52,0.544,0.408,0.0,0.0968,-6.873,0.026,96.017,0.427,The Longest Playlist on Spotify® (Official)
Trouble Is a Friend,Lenka,spotify:track:7hpxYEXTBQOAcXBJLgQIV2,0.0318,0.657,0.83,3.91e-05,0.122,-5.174,0.0248,118.026,0.653,The Longest Playlist on Spotify® (Official)
Everything at Once,Lenka,spotify:track:01C6oknRM4lN0W9KXy6r26,0.29,0.767,0.484,0.00649,0.415,-8.005,0.0659,145.033,0.842,The Longest Playlist on Spotify® (Official)
Resistance,Muse,spotify:track:1C2QJNTmsTxCDBuIgai8QV,0.0616,0.467,0.774,0.289,0.108,-6.569,0.0485,135.006,0.0916,The Longest Playlist on Spotify® (Official)
Shiver Shiver,WALK THE MOON,spotify:track:4LgIcna8LRrR3DOomihYMY,0.00282,0.629,0.721,1.41e-06,0.128,-6.292,0.0326,100.208,0.854,The Longest Playlist on Spotify® (Official)
Wish You Were Here - 2011 Remastered Version,Pink Floyd,spotify:track:1wHSxWBfPr3GO31y8KGrWe,0.735,0.481,0.262,0.0114,0.832,-15.73,0.0414,122.883,0.375,The Longest Playlist on Spotify® (Official)
La vie en rose,Louis Armstrong,spotify:track:0Yj7WP1MbAqQVQA5Na4I7E,0.858,0.466,0.116,0.00979,0.116,-9.831,0.0651,70.106,0.375,The Longest Playlist on Spotify® (Official)
Your Bones,Of Monsters and Men,spotify:track:3ewKQAIFCLDk0mbhV0HjWE,0.000429,0.412,0.726,1.07e-06,0.246,-6.159,0.0525,116.63,0.33,The Longest Playlist on Spotify® (Official)
Southern Sun,Boy & Bear,spotify:track:3m86z31Y6Gns8QyZcgQaSa,0.131,0.538,0.716,0.000234,0.182,-5.94,0.034,118.32,0.53,The Longest Playlist on Spotify® (Official)
The Winter Soldier,Henry Jackman,spotify:track:5OqxuHIu8yCJkMIFW6SaGg,0.00368,0.243,0.384,0.938,0.461,-15.312,0.0403,114.926,0.0358,The Longest Playlist on Spotify® (Official)
Poor Leno,Röyksopp,spotify:track:5cxRbfQWrT4NZ2msbtSx4H,0.000524,0.562,0.813,0.299,0.255,-9.657,0.0354,123.779,0.79,The Longest Playlist on Spotify® (Official)
Eple,Röyksopp,spotify:track:0Zw4llKeB35SIKASy1aLtV,0.00746,0.68,0.849,0.0694,0.108,-5.295,0.0444,106.486,0.806,The Longest Playlist on Spotify® (Official)
The Girl and the Robot,Röyksopp,spotify:track:6VCqx14OVaX9uwSvC0PvAG,0.115,0.511,0.899,0.000105,0.107,-5.323,0.0601,121.0,0.0773,The Longest Playlist on Spotify® (Official)
Strobe - Radio Edit,deadmau5,spotify:track:6c9EGVj5CaOeoKd9ecMW1U,8.45e-05,0.649,0.706,0.831,0.163,-7.209,0.031,128.032,0.0736,The Longest Playlist on Spotify® (Official)
Ghosts 'n' Stuff,deadmau5,spotify:track:4ua0IepBEISCWwF8dTJvcU,3.97e-05,0.617,0.617,0.0598,0.253,-6.941,0.122,127.996,0.517,The Longest Playlist on Spotify® (Official)
Professional Griefers,deadmau5,spotify:track:47WNjXohtA1A6gY2zTKZ91,8.93e-05,0.729,0.486,0.266,0.245,-6.278,0.0728,128.015,0.642,The Longest Playlist on Spotify® (Official)
Holding on for Life,Broken Bells,spotify:track:5gPrOspTrxMNKKL44h40O2,0.00648,0.342,0.587,0.0995,0.207,-7.273,0.0537,168.847,0.484,The Longest Playlist on Spotify® (Official)
One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],Asaf Avidan & the Mojos,spotify:track:5HSkycOEtb9iQ7cg1Oyqmu,0.187,0.821,0.676,0.0001,0.0927,-6.366,0.0547,119.012,0.559,The Longest Playlist on Spotify® (Official)
Instant Crush (feat. Julian Casablancas),Daft Punk,spotify:track:2cGxRwrMyEAp8dEbuZaVv6,0.0422,0.775,0.585,0.619,0.077,-9.516,0.0271,109.942,0.518,The Longest Playlist on Spotify® (Official)
Follow Me,Muse,spotify:track:6r9tjMWLv8fNdZKKTnqCEr,0.00126,0.279,0.817,2.01e-05,0.141,-5.801,0.0586,135.258,0.0842,The Longest Playlist on Spotify® (Official)
Some Chords,deadmau5,spotify:track:6yCNHyzseat7CeTbeGBNaa,6.42e-05,0.786,0.427,0.537,0.0734,-8.015,0.0669,128.005,0.42,The Longest Playlist on Spotify® (Official)
We Can Make The World Stop,The Glitch Mob,spotify:track:48n92l7OnLEURhalUBtsl7,0.000846,0.563,0.836,0.5,0.116,-5.891,0.0357,105.006,0.154,The Longest Playlist on Spotify® (Official)
Islands,The xx,spotify:track:2SMn57cBVxoD4TArscpovk,0.74,0.871,0.472,0.286,0.145,-11.077,0.0756,124.04,0.707,The Longest Playlist on Spotify® (Official)
Recover,CHVRCHES,spotify:track:2Do7zN9XiKxH0rKdE0r6LW,0.00601,0.266,0.663,0.0,0.36,-4.474,0.0508,84.075,0.17,The Longest Playlist on Spotify® (Official)
Mind Mischief,Tame Impala,spotify:track:7xku1G9ghG2gJkFpIMFkgX,0.0715,0.254,0.937,0.00326,0.374,-3.175,0.0539,161.483,0.813,The Longest Playlist on Spotify® (Official)
Ghost,Sir Sly,spotify:track:0hYNp2ToJevj65HPNJzAAG,0.256,0.498,0.777,0.721,0.105,-4.798,0.0575,84.999,0.375,The Longest Playlist on Spotify® (Official)
Civilization,Justice,spotify:track:5HQDspxnwlx9RCJINFxeGZ,0.00145,0.575,0.625,0.0,0.0817,-5.296,0.0345,111.984,0.282,The Longest Playlist on Spotify® (Official)
Bones,MS MR,spotify:track:2wqs8x06yNZCTrLiqQRoLu,0.147,0.663,0.715,9.48e-05,0.0886,-7.335,0.0502,114.918,0.35,The Longest Playlist on Spotify® (Official)
Taro,alt-J,spotify:track:4e8KvQ6kLYr4ZnmZyNLwJO,0.776,0.357,0.482,0.00417,0.0829,-10.627,0.0342,171.697,0.283,The Longest Playlist on Spotify® (Official)
This Head I Hold,Electric Guest,spotify:track:0NmZktFiG32p3WpR9flSru,0.0335,0.669,0.876,0.0163,0.207,-4.88,0.0355,80.963,0.963,The Longest Playlist on Spotify® (Official)
My Number,Foals,spotify:track:4c9WmjVlQMr0s1IjbYO52Z,0.0319,0.639,0.744,0.000458,0.466,-8.377,0.0368,128.047,0.825,The Longest Playlist on Spotify® (Official)
Safe and Sound - DiscoTech Remix,Capital Cities,spotify:track:45lAVwA9olPEIGZP7seZGc,0.0167,0.709,0.843,0.000124,0.0815,-4.941,0.0328,121.985,0.699,The Longest Playlist on Spotify® (Official)
We Are The People,Empire of the Sun,spotify:track:1JqTcOjOn7gEpeC0JcRVPa,0.0842,0.671,0.784,0.0121,0.231,-5.514,0.0303,122.995,0.543,The Longest Playlist on Spotify® (Official)
While I'm Alive,STRFKR,spotify:track:3gptB3CkdAsd2vlCgznS8f,0.0562,0.71,0.696,0.419,0.28,-5.487,0.0305,100.005,0.8,The Longest Playlist on Spotify® (Official)
Hang Me Up To Dry,Cold War Kids,spotify:track:5SPle5kskzwlsK8YOGoqL2,0.0245,0.514,0.922,0.000775,0.384,-2.635,0.032,92.458,0.637,The Longest Playlist on Spotify® (Official)
Better Days,Edward Sharpe & The Magnetic Zeros,spotify:track:0kOtSiyFsN6X9qvK7Yh66t,0.35,0.541,0.884,0.0473,0.281,-6.272,0.101,97.188,0.481,The Longest Playlist on Spotify® (Official)
Young Folks,Peter Bjorn and John,spotify:track:2f14Vwn28w1soYnolluueL,0.0128,0.672,0.857,0.0009,0.16,-4.915,0.038,138.153,0.685,The Longest Playlist on Spotify® (Official)
Crystalised,The xx,spotify:track:6rxEjkoar48SssZePbtb2x,0.812,0.763,0.484,0.393,0.0841,-12.368,0.0311,122.913,0.416,The Longest Playlist on Spotify® (Official)
I Remember,Kaskade,spotify:track:01DhoycMcqgGpYVjhd4Y6G,0.0349,0.643,0.679,0.055,0.777,-6.224,0.0315,127.973,0.59,The Longest Playlist on Spotify® (Official)
Somebody That I Used To Know (feat. Kimbra) - Miami Nights 1984 remix,Gotye,spotify:track:4uFFymZpuGADcGw9eLeGC7,0.00293,0.697,0.791,0.0346,0.368,-8.14,0.033,129.136,0.966,The Longest Playlist on Spotify® (Official)
And We Danced (feat. Ziggy Stardust),Macklemore,spotify:track:1FCQEg7wOK9IIBuxx63krr,0.456,0.758,0.677,0.0,0.0954,-6.598,0.0782,124.998,0.713,The Longest Playlist on Spotify® (Official)
NEW DORP. NEW YORK,SBTRKT,spotify:track:2YKcA5ZkWQfVHd7bMIv4iw,0.00174,0.844,0.438,0.00118,0.144,-10.564,0.264,119.008,0.548,The Longest Playlist on Spotify® (Official)
Sidekick,WALK THE MOON,spotify:track:4is9iORYOEafLbo79ODEkO,0.00139,0.61,0.923,5.3e-05,0.0985,-4.654,0.0567,116.0,0.607,The Longest Playlist on Spotify® (Official)
Red Solo Cup,Toby Keith,spotify:track:5e6dtIvAF0ossZc9pYz86c,0.295,0.578,0.565,0.0,0.173,-6.638,0.0719,164.431,0.822,The Longest Playlist on Spotify® (Official)
You & Me - Flume Remix,Disclosure,spotify:track:3W2ZcrRsInZbjWylOi6KhZ,0.382,0.593,0.392,0.000114,0.131,-6.872,0.0257,75.065,0.25,The Longest Playlist on Spotify® (Official)
I Am,Vinyl Hearts,spotify:track:494Quqh5So2qihm1R12LlK,0.0124,0.62,0.862,0.0,0.16,-6.474,0.0569,110.006,0.257,The Longest Playlist on Spotify® (Official)
Noah,Amber Run,spotify:track:5nkSkMyWeIKrDeRNOYOYFT,0.0186,0.415,0.666,0.000484,0.145,-5.459,0.0346,128.003,0.118,The Longest Playlist on Spotify® (Official)
Water Prayer Rasta mix ( Matt the Alien Remix ),Adham Shaikh,spotify:track:1wjqK886ncl5DF0CjIVjeH,0.0401,0.779,0.699,0.254,0.437,-8.306,0.188,104.065,0.6,The Longest Playlist on Spotify® (Official)
Our Own House,MisterWives,spotify:track:5ufmXqULgMsDIDSkSaXw1E,0.00234,0.588,0.762,0.000218,0.051,-4.661,0.0523,125.776,0.452,The Longest Playlist on Spotify® (Official)
Angel Eyes,Taxicab Racers,spotify:track:7weszRMkgzydHd760xptqr,0.0133,0.487,0.891,0.0225,0.118,-4.138,0.106,125.077,0.384,The Longest Playlist on Spotify® (Official)
Boats & Birds,Gregory and the Hawk,spotify:track:3VVyLteHZ5xmQrdlltkT89,0.899,0.71,0.188,0.366,0.128,-18.477,0.0369,77.994,0.557,The Longest Playlist on Spotify® (Official)
Brothers,Penny and Sparrow,spotify:track:3i9tuE2ltSIY3tmKhcoJB5,0.447,0.668,0.467,0.00758,0.124,-10.914,0.0238,91.961,0.259,The Longest Playlist on Spotify® (Official)
Smother,Daughter,spotify:track:3MH3oRNyFb5mNm663xcK7T,0.922,0.491,0.139,0.11,0.115,-16.568,0.0327,125.086,0.109,The Longest Playlist on Spotify® (Official)
This Must Be The Place - Naïve Melody,The Lumineers,spotify:track:52Ak8i52LWZNO4psFQqETT,0.805,0.635,0.222,0.0,0.1,-12.435,0.0265,98.439,0.412,The Longest Playlist on Spotify® (Official)
Black Flies,Ben Howard,spotify:track:6zZGFzAUk3g2Uae9fLYlDl,0.412,0.573,0.35,0.00405,0.0896,-13.039,0.0291,132.063,0.112,The Longest Playlist on Spotify® (Official)
I Of The Storm,Of Monsters and Men,spotify:track:3SlHqMVCTeM6H4InDK9Cps,0.159,0.382,0.475,0.0139,0.189,-9.697,0.0327,177.131,0.104,The Longest Playlist on Spotify® (Official)
War,Young Yeller,spotify:track:6i3pHyT5VhprDlkGKwge0h,0.0868,0.27,0.34,0.0,0.319,-11.399,0.0332,99.946,0.0876,The Longest Playlist on Spotify® (Official)
Pressure,Milk & Bone,spotify:track:4eZoKB5nXSWuPpyj6ZLRH4,0.489,0.537,0.335,0.00894,0.0972,-9.828,0.0319,73.082,0.153,The Longest Playlist on Spotify® (Official)
Sun Models (feat. Madelyn Grant),ODESZA,spotify:track:3XoChkqo7Pi8UPEY8aMP5R,0.0455,0.529,0.601,0.564,0.0959,-5.847,0.116,119.857,0.458,The Longest Playlist on Spotify® (Official)
Say My Name,ODESZA,spotify:track:6nBA0mKYKB0OU2sMtbH4uw,0.00424,0.746,0.745,0.409,0.0759,-7.364,0.0471,115.04,0.35,The Longest Playlist on Spotify® (Official)
Cold Skin,To Kill A King,spotify:track:2nRJZ3KfnqvKa9di3DCw2O,0.0616,0.521,0.586,2.33e-06,0.107,-7.446,0.0393,143.92,0.226,The Longest Playlist on Spotify® (Official)
Bloody Shirt,To Kill A King,spotify:track:6bhNTcFif9HnY26Edp7P3i,0.416,0.311,0.669,0.00683,0.0807,-6.94,0.063,180.618,0.511,The Longest Playlist on Spotify® (Official)
Choices,To Kill A King,spotify:track:6JFDpfzI7ABR6RxkP64PHX,0.788,0.387,0.379,0.0406,0.114,-11.055,0.036,140.958,0.285,The Longest Playlist on Spotify® (Official)
Funeral,To Kill A King,spotify:track:471Bd6833ff9mIDRpbK8fW,0.465,0.466,0.565,0.0129,0.119,-9.669,0.0649,122.901,0.247,The Longest Playlist on Spotify® (Official)
Left Undone,Jars Of Clay,spotify:track:5jSpFrVQRnE3zsN33GlixT,0.0692,0.472,0.657,0.0237,0.0786,-9.039,0.0444,139.033,0.228,The Longest Playlist on Spotify® (Official)
Hit Me Up Again,Summer Heart,spotify:track:0P7RyohaihKIjkfRkYTKqH,0.103,0.499,0.618,0.81,0.117,-10.509,0.0445,95.013,0.724,The Longest Playlist on Spotify® (Official)
A Million Times,Summer Heart,spotify:track:3T7WKkZ54Sx5L4lnbUbpfu,0.612,0.619,0.395,0.95,0.257,-13.62,0.0287,107.947,0.322,The Longest Playlist on Spotify® (Official)
Simple Minds,Summer Heart,spotify:track:6J6Dvh6HnccRETPxsCudUG,0.364,0.552,0.657,0.892,0.159,-8.426,0.0341,92.982,0.744,The Longest Playlist on Spotify® (Official)
The Imitation Game,Alexandre Desplat,spotify:track:0o9ivTBX7mjTnaUYF4Gk6t,0.438,0.318,0.308,0.889,0.109,-13.676,0.0285,103.925,0.0592,The Longest Playlist on Spotify® (Official)
Homeland - Soundtrack Version (Main Title),Hans Zimmer,spotify:track:7atVvD7F1alKaIrs734PSp,0.633,0.36,0.361,0.905,0.106,-12.881,0.0288,96.03,0.0953,The Longest Playlist on Spotify® (Official)
Time to Pretend,MGMT,spotify:track:4iG2gAwKXsOcijVaVXzRPW,8.74e-05,0.438,0.94,0.0777,0.3,-3.249,0.0452,100.99,0.421,The Longest Playlist on Spotify® (Official)
Heavydirtysoul,Twenty One Pilots,spotify:track:7i9763l5SSfOnqZ35VOcfy,0.00397,0.613,0.873,0.00111,0.367,-6.376,0.0449,129.989,0.392,The Longest Playlist on Spotify® (Official)
Fairly Local,Twenty One Pilots,spotify:track:1s9xuJxhYM0LdVqksjegcg,0.0396,0.715,0.723,8.57e-05,0.084,-5.993,0.0569,114.985,0.479,The Longest Playlist on Spotify® (Official)
Tear in My Heart,Twenty One Pilots,spotify:track:3bnVBN67NBEzedqQuWrpP4,0.0189,0.655,0.632,0.0,0.0722,-4.802,0.0489,120.113,0.447,The Longest Playlist on Spotify® (Official)
We Don't Believe What's on TV,Twenty One Pilots,spotify:track:22OqansuvEMQu9W0EfiGTI,0.23,0.547,0.936,3.04e-06,0.172,-4.023,0.102,120.003,0.642,The Longest Playlist on Spotify® (Official)
Message Man,Twenty One Pilots,spotify:track:4Oyl6oYSNeeZZP0OAxPVaU,0.0897,0.715,0.838,0.0,0.15,-6.077,0.118,120.007,0.497,The Longest Playlist on Spotify® (Official)
Hometown,Twenty One Pilots,spotify:track:40sRwFjfrRnaTdYPJIg4CP,0.0577,0.683,0.753,0.00208,0.357,-5.564,0.0317,120.03,0.389,The Longest Playlist on Spotify® (Official)
Not Today,Twenty One Pilots,spotify:track:7qxjGHW485TL8ciwkHD5MK,0.0605,0.77,0.706,0.00182,0.0985,-4.705,0.0302,115.011,0.527,The Longest Playlist on Spotify® (Official)
Goner,Twenty One Pilots,spotify:track:5P3yUXUC9rZPJPNmYGKEAz,0.194,0.565,0.437,7.14e-06,0.0656,-7.68,0.0403,96.132,0.217,The Longest Playlist on Spotify® (Official)
"Kiss, Kiss",Yeah Yeah Yeahs,spotify:track:5XnUulIgmMbXPLTiUAhn0o,0.0972,0.388,0.982,0.000415,0.133,-4.336,0.245,157.165,0.357,The Longest Playlist on Spotify® (Official)
Campus,Vampire Weekend,spotify:track:7ui9Qq4JcPGcd3xWOeXhHp,0.224,0.524,0.709,0.193,0.0849,-5.874,0.0632,108.68,0.584,The Longest Playlist on Spotify® (Official)
Do You Wanna,The Kooks,spotify:track:0YY9bJCAk7eJliNKvlxGV4,0.00139,0.425,0.864,1.71e-05,0.0901,-4.951,0.0593,138.222,0.769,The Longest Playlist on Spotify® (Official)
The Ice Is Getting Thinner,Death Cab for Cutie,spotify:track:204974mkLcxFNtq6EXLsJx,0.847,0.362,0.138,0.000468,0.11,-12.201,0.0421,79.425,0.0752,The Longest Playlist on Spotify® (Official)
Sex on Fire,Kings of Leon,spotify:track:0ntQJM78wzOLVeCUAW7Y45,0.00172,0.542,0.905,0.0104,0.136,-5.653,0.054,153.398,0.374,The Longest Playlist on Spotify® (Official)
Too Late,M83,spotify:track:5SlAEyfJOnDgCIkKb2jSoq,0.893,0.227,0.178,0.738,0.0904,-12.278,0.0363,189.843,0.0719,The Longest Playlist on Spotify® (Official)
Run,Vampire Weekend,spotify:track:046knfAIKyTtsNHm88Xgh7,0.0124,0.617,0.749,0.0431,0.0626,-6.494,0.0591,113.483,0.822,The Longest Playlist on Spotify® (Official)
The Sun,The Naked And Famous,spotify:track:3biMQVil52sKP7Rwj8o7Rb,0.51,0.589,0.485,0.00901,0.112,-9.721,0.0325,123.992,0.0355,The Longest Playlist on Spotify® (Official)
Slow,Grouplove,spotify:track:3DkJe7WzfORrqrwJjLIwAw,0.0377,0.294,0.797,0.0296,0.713,-7.32,0.0585,139.561,0.137,The Longest Playlist on Spotify® (Official)
Nuclear Seasons,Charli XCX,spotify:track:2p3PqfEDwU4zA2WaD1CxzY,0.0201,0.614,0.967,0.00188,0.117,-2.606,0.0466,115.01,0.552,The Longest Playlist on Spotify® (Official)
Hello,Martin Solveig,spotify:track:54fyVsVauzPwruLvGnBe3i,0.011,0.66,0.969,0.00225,0.116,-3.63,0.0346,127.989,0.48,The Longest Playlist on Spotify® (Official)
+ 1 - Radio Edit,Martin Solveig,spotify:track:3nhRassnj7SrJ4wlOWDLEu,0.114,0.767,0.807,0.0174,0.0932,-3.824,0.0368,124.941,0.715,The Longest Playlist on Spotify® (Official)
The Night Out - A-Trak vs Martin Rework,Martin Solveig,spotify:track:5yo0XLMmxCyx9s7wQzebwS,0.00239,0.546,0.915,1.61e-06,0.327,-3.495,0.13,127.991,0.658,The Longest Playlist on Spotify® (Official)
The Beach,The Neighbourhood,spotify:track:2u0CelO5c81XS7z3dGpHbS,0.131,0.245,0.64,8.11e-06,0.0766,-7.426,0.0608,135.739,0.105,The Longest Playlist on Spotify® (Official)
Alexander Hamilton,Leslie Odom Jr.,spotify:track:4TTV7EcfroSLWzXRY6gLv6,0.522,0.609,0.435,0.0,0.118,-7.861,0.285,131.995,0.552,The Longest Playlist on Spotify® (Official)
"Aaron Burr, Sir",Lin-Manuel Miranda,spotify:track:6dr7ekfhlbquvsVY8D7gyk,0.272,0.646,0.439,0.0,0.0945,-10.837,0.818,160.387,0.528,The Longest Playlist on Spotify® (Official)
My Shot,Lin-Manuel Miranda,spotify:track:4cxvludVmQxryrnx1m9FqL,0.15,0.698,0.649,0.0,0.0903,-6.764,0.415,180.466,0.568,The Longest Playlist on Spotify® (Official)
Like Whoa,Aly & AJ,spotify:track:1k73ULfwDahWakoDQPZhqr,0.00788,0.7,0.815,0.000934,0.0973,-4.991,0.0552,121.003,0.848,The Longest Playlist on Spotify® (Official)
The Luck You Got,The High Strung,spotify:track:1x8D2YdP5pQrXX2cZmrWr8,0.000831,0.31,0.972,6.38e-06,0.154,-3.663,0.197,139.039,0.311,The Longest Playlist on Spotify® (Official)
After the Disco,Broken Bells,spotify:track:5KBU7oxkNJ0hDGby9A1plU,0.00226,0.729,0.74,0.0305,0.13,-5.444,0.0258,115.984,0.966,The Longest Playlist on Spotify® (Official)
Reflections,MisterWives,spotify:track:6MByWSkfqebVmpPw3pA1uR,0.0201,0.682,0.681,0.0162,0.101,-5.435,0.0291,111.037,0.577,The Longest Playlist on Spotify® (Official)
My Reign,Tide of Mind,spotify:track:30Nbkm4Or8ewqYtpDbX0yQ,0.00143,0.311,0.905,0.111,0.315,-5.842,0.0497,120.091,0.317,The Longest Playlist on Spotify® (Official)
Serpents - Demo,Sharon Van Etten,spotify:track:54TbgZjTIl5ACMgBblalDk,0.861,0.446,0.403,0.0116,0.106,-7.147,0.0331,113.859,0.15,The Longest Playlist on Spotify® (Official)
Read My Mind,The Killers,spotify:track:3iyjOwyySLRDEW2tqP7MhX,0.00572,0.543,0.917,7.76e-05,0.104,-3.391,0.0444,132.246,0.329,The Longest Playlist on Spotify® (Official)
Ghosting,Mother Mother,spotify:track:6sDNWjALN1DBf7UVapWfUb,0.325,0.606,0.618,0.0019,0.108,-5.1,0.0258,92.061,0.237,The Longest Playlist on Spotify® (Official)
"Becoming one of ""The People"" Becoming one with Neytiri",James Horner,spotify:track:1UBd7aWHZCz8yirI9KCvAU,0.692,0.0993,0.0902,0.85,0.0745,-26.307,0.0428,71.062,0.0382,The Longest Playlist on Spotify® (Official)
Fake It,Bastille,spotify:track:4snjMJm9rwwDixFd5v1xp4,0.191,0.596,0.731,2.32e-06,0.197,-4.691,0.0467,145.0,0.217,The Longest Playlist on Spotify® (Official)
He Doesn't Know Why,Fleet Foxes,spotify:track:2xa35aj67lT8L4teMR64XK,0.256,0.507,0.556,4.56e-05,0.339,-5.53,0.0297,93.951,0.464,The Longest Playlist on Spotify® (Official)
Winter,Joshua Radin,spotify:track:4VuHWU01C36BUaN1adNi5M,0.636,0.258,0.214,0.000362,0.141,-15.255,0.0366,170.275,0.404,The Longest Playlist on Spotify® (Official)
No Place Like Home,Marianas Trench,spotify:track:7DJYqr5P8WuMG3NN4SToC6,0.0808,0.329,0.619,0.0,0.325,-6.257,0.0668,134.522,0.284,The Longest Playlist on Spotify® (Official)
Laughter Lines,Bastille,spotify:track:3D8BHRb8r4tE494LrtXffE,0.123,0.473,0.643,0.000674,0.0781,-6.419,0.033,142.065,0.175,The Longest Playlist on Spotify® (Official)
Another Love - Zwette Edit,Tom Odell,spotify:track:5snyhxAh55A2wlNRH7VVZJ,0.0802,0.87,0.554,0.0739,0.115,-5.828,0.0635,123.998,0.462,The Longest Playlist on Spotify® (Official)
Young and Vicious,Night Terrors of 1927,spotify:track:1hklcQ93WQX4YZ6ANMKm2l,0.143,0.531,0.734,6.72e-06,0.123,-6.446,0.0378,138.04,0.415,The Longest Playlist on Spotify® (Official)
Farewell To Bucky,Alan Silvestri,spotify:track:0oeFjttBPfv78XRkNNazRK,0.881,0.161,0.0415,0.75,0.121,-22.299,0.0461,131.404,0.0346,The Longest Playlist on Spotify® (Official)
Jungle,X Ambassadors,spotify:track:406ZdY9JkmSy7kOGuVflrL,0.00104,0.379,0.76,0.000515,0.383,-4.319,0.0848,78.043,0.231,The Longest Playlist on Spotify® (Official)
The Courage or the Fall,Civil Twilight,spotify:track:04yFWdyJGlNaBuTky4bvZW,0.905,0.325,0.152,0.329,0.101,-13.339,0.0395,67.158,0.0364,The Longest Playlist on Spotify® (Official)
Skulls,Bastille,spotify:track:5GVJMiKlCEQUPDzaZaYHfO,0.0111,0.658,0.88,0.168,0.122,-7.844,0.0776,115.0,0.354,The Longest Playlist on Spotify® (Official)
Never Forget,Greta Salome & Jonsi,spotify:track:2aopjxlObAgOZRDVNRJa5q,0.149,0.349,0.717,0.0,0.0447,-3.646,0.0349,134.688,0.441,The Longest Playlist on Spotify® (Official)
